t,L_kW,pi_e_per_kWh,pi_f_per_kW,alpha,P_kW,F_kW,E_kWh,d_kW,cost_e_usd,rev_fr_usd
525,10748.0,0.03535,0.0055,0.415252,116.3771,883.6229,411.6377,10998.5492,8.856915,4.859926
526,12086.0,0.03467,0.00605,0.214081,100.0,-0.0,500.0,11986.0,-3.467,-0.0
527,10578.0,0.03393,0.00552,0.480671,-0.0,1000.0,400.0,11058.671,16.309167,5.52
528,9954.0,0.03277,0.00552,0.38943,100.0,-0.0,500.0,9854.0,-3.277,-0.0
529,10418.0,0.03211,0.006,0.348883,-0.0,1000.0,400.0,10766.8829,11.202631,6.0
530,9380.0,0.03079,0.00527,0.6059,99.4654,-0.0,500.0,9280.5346,-3.06254,-0.0
531,10696.0,0.03074,0.00429,0.374836,-5.3458,994.6542,400.5346,11074.1776,11.625181,4.267066
532,9972.0,0.03136,0.00475,0.07408,99.5134,-0.0,500.0,9872.4866,-3.120741,-0.0
533,9814.0,0.03363,0.00552,-0.043124,-4.8658,995.1342,400.4866,9775.9514,-1.279574,5.493141
534,10136.0,0.0355,0.00565,0.06717,-0.0,1000.0,362.438,10203.1703,2.384545,5.65
535,12138.0,0.04117,0.01002,-0.294089,296.0828,703.9172,429.6083,11634.9027,-20.712515,7.053251
536,10646.0,0.04274,0.00775,-0.080323,-116.1357,-0.0,0.0,10762.1357,4.963638,-0.0
537,10764.0,0.04225,0.00805,-0.178772,-0.0,1000.0,116.1357,10585.2278,-7.553126,8.05
538,11074.0,0.04268,0.00805,0.11844,-400.0,-0.0,0.0,11474.0,17.072,-0.0
539,11476.0,0.04254,0.00719,-0.437908,-0.0,1000.0,400.0,11038.0925,-18.628587,7.19
540,11226.0,0.04132,0.00655,-0.501475,-400.5346,-0.0,0.0,11626.5346,16.550089,-0.0
541,11348.0,0.04128,0.0063,-0.747129,-5.3458,994.6542,400.5346,10610.2105,-30.455951,6.266321
542,11520.0,0.04117,0.00655,-0.742117,-400.4866,-0.0,0.0,11920.4866,16.488033,-0.0
543,11374.0,0.04343,0.00605,-0.502102,-4.8658,995.1342,400.4866,10879.2073,-21.488846,6.020562
544,11380.0,0.04866,0.009,-0.416006,-310.2468,-0.0,0.0,11690.2468,15.09661,-0.0
545,11424.0,0.0648,0.01887,-0.367748,189.7532,810.2468,310.2468,10936.2805,-31.604225,15.289357
546,11376.0,0.05802,0.01021,-0.310831,-99.465,-0.0,0.0,11475.465,5.770961,-0.0
547,11194.0,0.04759,0.00629,-0.188378,-5.3498,994.6502,99.465,11011.9794,-8.662359,6.25635
548,10924.0,0.04436,0.00586,-0.363162,-121.5142,-0.0,0.0,11045.5142,5.39037,-0.0
549,10756.0,0.04245,0.00581,-0.116864,-0.0,1000.0,121.5142,10639.1358,-4.960886,5.81
550,10582.0,0.03671,0.00605,0.058138,-395.6001,46.4999,4.65,10980.3035,14.621723,0.281324
551,10354.0,0.03774,0.00552,0.128312,-2.2662,970.4647,402.9535,10480.7885,4.784999,5.356965
552,10306.0,0.03525,0.00675,0.218671,100.0,-0.0,500.0,10206.0,-3.525,-0.0
553,10322.0,0.03396,0.00552,0.229216,-0.0,1000.0,400.0,10551.2155,7.78416,5.52
554,11706.0,0.03165,0.00552,0.619628,99.4654,-0.0,500.0,11606.5346,-3.14808,-0.0
555,10096.0,0.03172,0.00552,0.44556,-5.3458,994.6542,400.5346,10544.5241,14.227183,5.490491
556,9998.0,0.03325,0.00552,0.266612,99.5134,-0.0,500.0,9898.4866,-3.308821,-0.0
557,10242.0,0.03512,0.00675,0.034183,-4.8658,995.1342,400.4866,10280.8822,1.365544,6.717156
558,10174.0,0.04318,0.01872,-0.201461,36.1077,606.3118,439.3688,10015.7443,-6.833483,11.350156
559,10300.0,0.05503,0.01045,-0.424879,-0.0,1000.0,281.1131,9875.1207,-23.381109,10.45
560,10328.0,0.05096,0.00853,-0.514195,-121.5142,-0.0,0.0,10449.5142,6.192364,-0.0
561,10670.0,0.04777,0.00655,-0.401196,-0.0,1000.0,121.5142,10268.8041,-19.165126,6.55
562,10808.0,0.04199,0.00605,-0.227352,-400.0,-0.0,0.0,11208.0,16.796,-0.0
563,10800.0,0.04055,0.00605,-0.159263,-0.0,1000.0,400.0,10640.7373,-6.458103,6.05
564,11030.0,0.03771,0.00605,-0.287865,-0.0,1000.0,240.7373,10742.1352,-10.855382,6.05
565,10942.0,0.03716,0.00605,-0.017858,-400.5306,-0.0,0.0,11342.5306,14.883717,-0.0
566,11134.0,0.03775,0.00605,0.149277,-5.306,994.694,400.5306,11287.7912,5.805619,6.017899
567,11156.0,0.03927,0.00605,0.076835,100.0,-0.0,500.0,11056.0,-3.927,-0.0
568,11290.0,0.0453,0.00642,-0.086015,-0.0,1000.0,400.0,11203.985,-3.896482,6.42
569,12812.0,0.06098,0.01563,0.056143,198.9192,801.0808,313.985,12658.0558,-9.387519,12.520893
570,11210.0,0.05335,0.01299,0.083461,38.7349,961.2651,160.0407,11251.4936,2.213684,12.486834
571,11112.0,0.04628,0.00692,-0.255992,-0.0,1000.0,201.5343,10856.008,-11.84731,6.92
572,10820.0,0.04196,0.00605,-0.20695,-121.5142,-0.0,0.0,10941.5142,5.098736,-0.0
573,11130.0,0.03962,0.00605,-0.097564,-0.0,1000.0,121.5142,11032.4356,-3.8655,6.05
574,10814.0,0.03829,0.00605,-0.271106,-377.3383,239.4985,23.9498,11126.4088,11.962133,1.448966
575,10688.0,0.03653,0.00552,-0.161564,-0.0,1000.0,336.3586,10526.436,-5.901935,5.52
576,10262.0,0.03567,0.00552,-0.441234,-0.0,1000.0,174.7946,9820.766,-15.738816,5.52
577,10130.0,0.03463,0.006,-0.036965,-400.5349,-0.0,0.0,10530.5349,13.870525,-0.0
578,9952.0,0.03314,0.00527,0.246826,-5.3494,994.6506,400.5349,10202.8546,8.313323,5.241809
579,9870.0,0.03327,0.00484,0.129565,99.4694,-0.0,500.0,9770.5306,-3.309347,-0.0
580,9890.0,0.0335,0.00514,0.177134,-5.306,994.694,400.5306,10071.5001,6.080254,5.112727
581,9836.0,0.03556,0.00552,-0.397332,100.0,-0.0,500.0,9736.0,-3.556,-0.0
582,10408.0,0.04127,0.00939,-0.552396,-0.0,1000.0,400.0,9855.6043,-22.797372,9.39
583,10904.0,0.05358,0.01826,-0.478928,-116.1357,-0.0,0.0,11020.1357,6.222549,-0.0
584,11458.0,0.05586,0.016,-0.595065,-0.0,1000.0,116.1357,10862.9346,-33.240353,16.0
585,11960.0,0.05021,0.01005,-0.289132,-400.0,-0.0,0.0,12360.0,20.084,-0.0
586,12444.0,0.04592,0.00805,0.222556,-0.0,1000.0,400.0,12666.5564,10.219789,8.05
587,14734.0,0.04604,0.00805,-0.091938,100.0,-0.0,500.0,14634.0,-4.604,-0.0
588,12836.0,0.04458,0.00655,-0.253195,-0.0,1000.0,400.0,12582.8046,-11.287452,6.55
589,12750.0,0.04598,0.00655,-0.138098,-257.7184,742.2816,146.8046,12905.2109,7.136596,4.861944
590,12862.0,0.04572,0.0063,0.250872,-103.2941,896.7059,302.0155,13190.2526,15.007709,5.649247
591,13048.0,0.04615,0.00605,-0.080768,100.0,-0.0,500.0,12948.0,-4.615,-0.0
592,12576.0,0.05147,0.0069,-0.005788,-0.0,1000.0,400.0,12570.2117,-0.297921,6.9
593,12292.0,0.06535,0.01308,0.396345,279.5798,720.4202,394.2117,12297.9548,0.389146,9.423096
594,12154.0,0.05856,0.0083,-0.066129,285.5668,714.4332,400.1665,11821.1887,-19.489429,5.929795
595,11688.0,0.05355,0.00607,-0.331432,-47.0246,673.5526,67.3553,11511.7879,-9.436157,4.088464
596,11044.0,0.04419,0.0055,-0.341767,-121.5142,-0.0,0.0,11165.5142,5.369713,-0.0
597,12200.0,0.04194,0.00605,-0.370855,-0.0,1000.0,121.5142,11829.1451,-15.553653,6.05
598,11096.0,0.03898,0.00605,-0.099369,-400.0,-0.0,0.0,11496.0,15.592,-0.0
599,10860.0,0.03767,0.00552,-0.021362,-0.0,1000.0,400.0,10838.6385,-0.804688,5.52
600,10562.0,0.03177,0.0058,-0.406513,-0.0,1000.0,378.6385,10155.4872,-12.914911,5.8
601,10420.0,0.03133,0.00552,-0.191494,-400.0,-0.0,0.0,10820.0,12.532,-0.0
602,10224.0,0.03002,0.00552,-0.270679,-0.0,1000.0,400.0,9953.3207,-8.125792,5.52
603,10030.0,0.02952,0.00435,0.077369,-275.1087,724.8913,129.3207,10361.1928,9.776812,3.153277
604,10002.0,0.0308,0.00552,-0.080043,57.9031,394.8647,460.5135,9912.4909,-2.756881,2.179653
605,10076.0,0.03245,0.00726,-0.200087,-34.1903,965.8097,371.0044,9916.944,-5.161367,7.011779
606,10464.0,0.03574,0.00959,-0.031017,-0.0,1000.0,211.9484,10432.9835,-1.10853,9.59
607,12214.0,0.04067,0.01134,0.144581,-0.0,1000.0,180.9319,12358.5814,5.880127,11.34
608,12422.0,0.04133,0.00773,0.207018,-0.0,1000.0,325.5133,12629.0179,8.556052,7.73
609,12224.0,0.03876,0.00605,-0.215568,100.0,-0.0,500.0,12124.0,-3.876,-0.0
610,12896.0,0.03658,0.00605,-0.043308,-0.0,1000.0,400.0,12852.6916,-1.584221,6.05
611,12614.0,0.03636,0.00605,-0.260029,-0.0,1000.0,356.6916,12353.9709,-9.454657,6.05
612,12852.0,0.03636,0.00605,-0.143261,-33.3745,966.6255,96.6626,12746.8947,-3.821629,5.848084
613,12886.0,0.03636,0.00605,-0.420667,-400.535,-0.0,0.0,13286.535,14.563452,-0.0
614,12984.0,0.03636,0.00605,-0.21731,-5.3498,994.6502,400.535,12773.2027,-7.66459,6.017634
615,12794.0,0.03682,0.00605,-0.340434,-215.0194,784.9806,189.7377,12741.7853,-1.922546,4.749133
616,12680.0,0.04078,0.009,-0.537505,-0.0,1000.0,137.5229,12142.4949,-21.919459,9.0
617,12762.0,0.05623,0.01556,-0.246088,-105.3786,-0.0,0.0,12867.3786,5.925436,-0.0
618,12190.0,0.05002,0.01473,-0.131405,-0.0,1000.0,105.3786,12058.5955,-6.572854,14.73
619,11814.0,0.04112,0.009,-0.233628,-105.3786,-0.0,0.0,11919.3786,4.333166,-0.0
620,11706.0,0.03904,0.00605,0.144038,-0.0,1000.0,105.3786,11850.0381,5.623249,6.05
621,11638.0,0.03636,0.00605,0.011085,-0.0,1000.0,249.4167,11649.0851,0.403053,6.05
622,11282.0,0.03591,0.00605,0.015377,-0.0,1000.0,260.5018,11297.3775,0.552206,6.05
623,10712.0,0.03429,0.00552,0.070694,-0.0,1000.0,275.8792,10782.6941,2.4241,5.52
624,10648.0,0.03218,0.00552,-0.083306,-0.0,1000.0,346.5733,10564.6941,-2.680785,5.52
625,10498.0,0.03107,0.00524,0.041171,-0.0,1000.0,263.2674,10539.1705,1.279168,5.24
626,10170.0,0.02885,0.004,-0.086482,-0.0,1000.0,304.4379,10083.5184,-2.494995,4.0
627,10560.0,0.02881,0.004,-0.155422,-186.9513,813.0487,217.9563,10620.586,1.745482,3.252195
628,11216.0,0.02977,0.00492,0.183215,-126.6855,873.3145,278.5422,11502.69,8.53476,4.296707
629,10362.0,0.03241,0.00552,-0.091518,99.5134,-0.0,500.0,10262.4866,-3.22523,-0.0
630,10594.0,0.03577,0.00607,-0.59945,-4.8658,995.1342,400.4866,10002.3328,-21.163937,6.040465
631,11064.0,0.0476,0.01257,-0.095181,-400.0,-0.0,0.0,11464.0,19.04,-0.0
632,11600.0,0.04434,0.01091,0.489466,-0.0,1000.0,400.0,12089.4662,21.702932,10.91
633,12122.0,0.03944,0.0075,0.27794,100.0,-0.0,500.0,12022.0,-3.944,-0.0
634,12162.0,0.03712,0.00623,-0.217649,-0.0,1000.0,400.0,11944.3509,-8.079133,6.23
635,12542.0,0.03594,0.00605,-0.231543,-0.0,1000.0,182.3509,12310.4567,-8.321665,6.05
636,14766.0,0.03514,0.00573,-0.236626,-400.535,-0.0,0.0,15166.535,14.074799,-0.0
637,12842.0,0.03467,0.00666,-0.219253,-5.3498,994.6502,400.535,12629.2696,-7.375362,6.62437
638,12620.0,0.03467,0.00668,-0.409385,-216.9421,783.0579,187.8046,12516.3698,-3.59286,5.230827
639,12534.0,0.03614,0.00605,-0.179535,-320.0179,679.9821,84.1744,12731.937,7.153444,4.113892
640,12320.0,0.04087,0.009,-0.01926,-136.1498,863.8502,282.1114,12439.5121,4.88446,7.774651
641,12176.0,0.05727,0.01868,-0.343214,287.0317,712.9683,401.6235,11644.2675,-30.452323,13.318248
642,12608.0,0.05314,0.01863,-0.103587,-99.465,-0.0,0.0,12707.465,5.285571,-0.0
643,12978.0,0.043,0.0077,0.3739,-5.3498,994.6502,99.465,13355.2497,16.221735,7.658807
644,11736.0,0.04115,0.00605,0.318256,353.9481,232.8532,476.7147,11456.159,-11.515459,1.408762
645,11310.0,0.03673,0.00597,0.164481,-0.0,1000.0,196.8736,11474.4808,6.041378,5.97
646,10756.0,0.03521,0.00605,0.09212,-0.0,1000.0,361.3544,10848.1199,3.24354,6.05
647,10454.0,0.03464,0.007,0.204446,50.9719,465.2573,453.4743,10498.1483,1.529298,3.256801
648,10198.0,0.03476,0.0079,-0.227413,97.4947,23.7741,497.6226,10095.0987,-3.576848,0.187816
649,11628.0,0.03242,0.00763,-0.134394,-0.0,1000.0,394.7213,11493.6062,-4.357046,7.63
650,10144.0,0.03127,0.00675,-0.186697,-0.0,1000.0,260.3276,9957.3026,-5.838028,6.75
651,9732.0,0.03021,0.00552,0.266498,-330.5014,669.4986,73.6302,10240.9217,15.374525,3.695632
652,9796.0,0.0305,0.00675,0.161556,99.5134,-0.0,500.0,9696.4866,-3.035159,-0.0
653,9890.0,0.03173,0.01326,0.488102,-4.8658,995.1342,400.4866,10380.5929,15.566514,13.195479
654,10202.0,0.03554,0.01722,0.123254,100.0,-0.0,500.0,10102.0,-3.554,-0.0
655,10648.0,0.03753,0.016,0.221637,-0.0,1000.0,400.0,10869.6373,8.318047,16.0
656,13210.0,0.0379,0.01063,0.236496,383.8643,-0.0,500.0,12826.1357,-14.548459,-0.0
657,11892.0,0.03597,0.00705,-0.013818,-0.0,1000.0,116.1357,11878.1816,-0.497047,7.05
658,12600.0,0.03209,0.00646,0.028663,-2.7694,997.2306,102.3173,12631.3534,1.006131,6.442109
659,12552.0,0.03101,0.00614,0.288252,-0.0,1000.0,133.6707,12840.2517,8.938684,6.14
660,12492.0,0.02909,0.00605,0.144955,17.1879,780.7766,421.9223,12587.9892,2.792326,4.723698
661,12848.0,0.0281,0.00566,-0.263516,99.465,-0.0,500.0,12748.535,-2.794967,-0.0
662,12714.0,0.02777,0.00605,-0.201501,-5.3498,994.6502,400.535,12518.927,-5.417176,6.017634
663,14868.0,0.0305,0.00643,-0.349659,-199.3791,800.6209,205.462,14787.4351,-2.457228,5.147992
664,12392.0,0.03506,0.009,-0.337559,-246.9639,753.0361,124.8972,12384.7698,-0.253491,6.777325
665,12648.0,0.04638,0.01629,-0.271119,6.9472,993.0528,117.667,12371.8178,-12.809332,16.17683
666,12218.0,0.04289,0.01168,-0.578582,-99.465,-0.0,0.0,12317.465,4.266055,-0.0
667,11892.0,0.03906,0.00794,-0.789382,-5.3498,994.6502,99.465,11112.1912,-30.459333,7.897523
668,11454.0,0.03373,0.00648,-0.485982,-105.3786,-0.0,0.0,11559.3786,3.554419,-0.0
669,11294.0,0.03235,0.00605,-0.479484,-0.0,1000.0,105.3786,10814.5157,-15.511315,6.05
670,12922.0,0.03029,0.00659,-0.923857,-110.7571,-0.0,0.0,13032.7571,3.354833,-0.0
671,10898.0,0.03071,0.00552,-0.520227,-0.0,1000.0,110.7571,10377.773,-15.976172,5.52
672,10812.0,0.02911,0.00552,-0.330249,-400.0,-0.0,0.0,11212.0,11.644,-0.0
673,10250.0,0.02678,0.00534,-0.404739,-0.0,1000.0,400.0,9845.2609,-10.838914,5.34
674,9944.0,0.02626,0.00559,-0.593257,-400.5346,-0.0,0.0,10344.5346,10.518038,-0.0
675,9838.0,0.02518,0.00466,-0.261065,-5.3458,994.6542,400.5346,9583.6764,-6.403868,4.635088
676,9820.0,0.02591,0.00563,-0.118942,-258.2651,741.7349,146.211,9990.0419,4.405785,4.175968
677,10846.0,0.02626,0.00604,0.434966,-88.6489,911.3511,316.2529,11331.0559,12.737567,5.504561
678,10942.0,0.02637,0.00553,0.418666,70.0735,-0.0,500.0,10871.9265,-1.847839,-0.0
679,11102.0,0.02805,0.00742,0.399294,299.2648,700.7352,429.9265,11082.5348,-0.545998,5.199455
680,11254.0,0.02833,0.00605,0.262747,104.6132,895.3868,410.4613,11384.6467,3.70122,5.41709
681,11900.0,0.029,0.00605,0.376751,100.0,-0.0,500.0,11800.0,-2.9,-0.0
682,12296.0,0.02855,0.00535,0.420082,-0.0,1000.0,400.0,12716.0817,11.993333,5.35
683,12390.0,0.02827,0.00605,0.590441,100.0,-0.0,500.0,12290.0,-2.827,-0.0
684,14584.0,0.02775,0.00605,0.32814,-0.0,1000.0,400.0,14912.1396,9.105873,6.05
685,12806.0,0.02783,0.00605,0.150315,99.465,-0.0,500.0,12706.535,-2.768112,-0.0
686,12612.0,0.0282,0.00605,0.007334,-5.3498,994.6502,400.535,12624.6441,0.356564,6.017634
687,12362.0,0.02943,0.00605,0.179477,7.9744,868.2091,413.1791,12509.8488,4.351189,5.252665
688,12226.0,0.03186,0.00605,0.46425,67.6687,-0.0,500.0,12158.3313,-2.155924,-0.0
689,11916.0,0.03867,0.01486,0.247242,323.3132,676.6868,432.3313,11759.9925,-6.032809,10.055566
690,13668.0,0.03562,0.01044,0.091982,166.4621,833.5379,276.3239,13578.2081,-3.198388,8.702136
691,11508.0,0.03367,0.00605,0.138083,70.777,929.223,186.5319,11565.5331,1.93714,5.621799
692,11474.0,0.03008,0.0055,0.049495,117.8059,882.1941,244.0651,11399.8581,-2.230187,4.852067
693,11054.0,0.02904,0.0055,0.246573,37.8555,962.1445,169.9232,11253.3833,5.790091,5.291795
694,10588.0,0.02742,0.00579,-0.310461,-0.0,1000.0,369.3065,10277.5387,-8.512849,5.79
695,10176.0,0.02716,0.00414,-0.414721,-49.6983,588.4523,58.8452,9981.6548,-5.278416,2.436193
696,10186.0,0.02763,0.00527,-0.483172,-400.0,-0.0,0.0,10586.0,11.052,-0.0
697,11722.0,0.02525,0.00492,-0.872858,-0.0,1000.0,400.0,10849.1424,-22.039655,4.92
698,10052.0,0.02513,0.00492,-0.866644,-400.5346,-0.0,0.0,10452.5346,10.065434,-0.0
699,10152.0,0.02523,0.00482,-0.851317,-5.3458,994.6542,400.5346,9310.5797,-21.229034,4.794233
700,9744.0,0.02525,0.00552,-0.682731,-400.4866,-0.0,0.0,10144.4866,10.112286,-0.0
701,9868.0,0.02669,0.00552,-0.267196,-4.8658,995.1342,400.4866,9606.9703,-6.966883,5.493141
702,9966.0,0.03388,0.0074,-0.25431,-0.0,1000.0,139.4569,9711.6899,-8.616025,7.4
703,10094.0,0.04653,0.01886,-0.417512,-105.3786,-0.0,0.0,10199.3786,4.903264,-0.0
704,10302.0,0.04737,0.01554,-0.325664,-0.0,1000.0,105.3786,9976.3363,-15.426689,15.54
705,12392.0,0.0414,0.00974,-0.01343,-116.1357,-0.0,0.0,12508.1357,4.808016,-0.0
706,11274.0,0.03704,0.00705,-0.224783,-0.0,1000.0,116.1357,11049.2169,-8.325966,7.05
707,11370.0,0.03549,0.00705,-0.368914,-400.0,-0.0,0.0,11770.0,14.196,-0.0
708,11742.0,0.03517,0.00706,-0.153805,-0.0,1000.0,400.0,11588.1954,-5.409307,7.06
709,12040.0,0.03444,0.00705,-0.164091,-158.8637,841.1363,246.1954,12060.8404,0.717745,5.930011
710,11794.0,0.03509,0.00706,0.019378,-138.1347,861.8653,267.0358,11948.836,5.433196,6.084769
711,12454.0,0.0392,0.00705,0.011531,17.1347,781.2813,421.8719,12445.8744,-0.318522,5.508033
712,12952.0,0.04549,0.01288,0.163014,-4.6392,862.5369,413.7463,13097.2452,6.607204,11.109475
713,12026.0,0.06069,0.028,-0.105456,394.6214,-0.0,500.0,11631.3786,-23.949576,-0.0
714,11452.0,0.05504,0.02238,-0.081751,-0.0,1000.0,105.3786,11370.2491,-4.499568,22.38
715,11230.0,0.04128,0.00875,-0.107665,-83.0217,236.2767,23.6277,11287.583,2.377025,2.067422
716,10876.0,0.03686,0.00605,-0.348245,-28.5359,812.1065,81.2107,10621.724,-9.372612,4.913245
717,10898.0,0.03333,0.00605,-0.605149,-105.3786,-0.0,0.0,11003.3786,3.512267,-0.0
718,10562.0,0.03109,0.00586,-0.302997,-0.0,1000.0,105.3786,10259.0033,-9.420168,5.86
719,12076.0,0.02985,0.00462,-0.304457,-0.0,-0.0,0.0,12076.0,0.0,-0.0

t,L_kW,pi_e_per_kWh,pi_f_per_kW,alpha,P_kW,F_kW,E_kWh,d_kW,cost_e_usd,rev_fr_usd
0,8932.0,0.03329,0.01017,0.0,-0.0,1000.0,250.0,8932.0,0.0,10.17
1,10300.0,0.03018,0.00552,0.067038,-0.0,1000.0,250.0,10367.0378,2.0232,5.52
2,9182.0,0.02968,0.00552,-0.178518,-0.0,1000.0,317.0378,9003.4818,-5.29842,5.52
3,9586.0,0.0292,0.00552,0.031211,-265.9635,734.0365,138.5196,9874.8732,8.435097,4.051882
4,9518.0,0.02929,0.00552,0.230332,22.9526,726.0723,427.3928,9662.2853,4.226115,4.007919
5,8878.0,0.02955,0.00552,-0.256479,89.6243,-0.0,500.0,8788.3757,-2.648397,-0.0
6,10686.0,0.03253,0.00705,-0.478838,103.7573,896.2427,410.3757,10153.0873,-17.335652,6.318511
7,9338.0,0.03265,0.00992,-0.331004,-396.2427,-0.0,0.0,9734.2427,12.937325,-0.0
8,10286.0,0.03352,0.00655,-0.317826,22.6544,977.3456,396.2427,9952.7194,-11.171564,6.401614
9,9224.0,0.03409,0.00655,-0.242066,-350.1298,629.6215,62.9621,9421.7198,6.740268,4.124021
10,10376.0,0.03434,0.00605,-0.369219,97.0546,902.9454,260.682,9945.5607,-14.781286,5.46282
11,8724.0,0.03434,0.00605,-0.083447,-402.9454,0.0,0.0,9126.9454,13.837146,0.0
12,9702.0,0.03404,0.00605,0.108529,-94.8886,0.0,402.9454,9796.8886,3.230007,0.0
13,10592.0,0.03263,0.00605,0.095924,405.1114,21.6601,497.834,10188.9663,-13.15099,0.131044
14,9112.0,0.0327,0.00648,0.319936,-94.8886,0.0,94.8003,9206.8886,3.102856,0.0
15,10484.0,0.03204,0.00605,0.342804,189.6888,-0.0,189.6888,10294.3112,-6.07763,-0.0
16,9102.0,0.04201,0.01297,0.068059,-310.2468,-0.0,0.0,9412.2468,13.033468,-0.0
17,10528.0,0.04898,0.01453,0.132169,189.7532,810.2468,310.2468,10445.3364,-4.048863,11.772886
18,9338.0,0.04256,0.01118,-0.111827,90.4197,909.5803,227.5832,9145.8644,-8.177292,10.169108
19,9974.0,0.03869,0.0077,0.109389,-77.2161,354.4758,35.4476,10089.9917,4.487718,2.729464
20,9788.0,0.03434,0.0055,0.071058,-0.0,1000.0,151.4393,9859.0577,2.440122,5.5
21,9094.0,0.03359,0.00618,0.012624,-0.0,1000.0,222.497,9106.6236,0.424026,6.18
22,10412.0,0.03294,0.00687,-0.140337,-0.0,1000.0,235.1206,10271.6632,-4.622695,6.87
23,8820.0,0.03271,0.00552,0.163706,-52.1627,947.8373,94.7837,9027.3298,6.781759,5.232062
24,10204.0,0.03234,0.00571,0.088783,-0.0,1000.0,302.1136,10292.7834,2.871254,5.71
25,9520.0,0.02981,0.00527,-0.027645,-0.0,1000.0,390.8969,9492.3554,-0.824085,5.27
26,9070.0,0.02855,0.00527,-0.098203,-0.0,1000.0,363.2523,8971.7972,-2.803691,5.27
27,9130.0,0.02828,0.00588,0.043456,-140.1104,859.8896,265.0495,9307.4777,5.01907,5.056151
28,9774.0,0.02888,0.00545,0.11299,38.901,574.7278,442.5272,9800.0372,0.751956,3.132267
